,Product,Price,Quantity,Category
9260,"kinder choco fresh 5 x 20,5 g",21.81 € / kg,0.105 kg,dolci e prima colazione
9261,carrefour plumcake con gocce di cioccolato 6 x 35 g,5.19 € / kg,0.21 kg,dolci e prima colazione
9262,"lavazza, crema e gusto classico caffè macinato - 2 x 250 g",11.98 € / kg,0.5 kg,dolci e prima colazione
9263,rigoni di asiago fiordifrutta fragole e fragoline di bosco bio 330 g,12.09 € / kg,0.33 kg,dolci e prima colazione
9264,"kellogg's special k cioccolato fondente 6 x 21,5 g",18.99 € / kg,0.129 kg,dolci e prima colazione
9265,"kinder cereali 10 x 23,5 g",18.26 € / kg,0.235 kg,dolci e prima colazione
9266,carrefour fette biscottate classiche 9 x 36 g,3.67 € / kg,0.324 kg,dolci e prima colazione
9267,carrefour original frollini con mela 350 g,5.57 € / kg,0.35 kg,dolci e prima colazione
9268,cheerios miele ciambelline ai 5 cereali integrali con miele 375 g,7.17 € / kg,0.375 kg,dolci e prima colazione
9269,donuts assortiti lamponi e cacao,19.55 € / kg,0.066 kg,dolci e prima colazione
9270,mulino bianco flauti cioccolato merenda senza additivi conservanti 280g,10.18 € / kg,0.28 kg,dolci e prima colazione
9271,zuegg i frutteti di oswald zuegg frutti di bosco 320 g,9.97 € / kg,0.32 kg,dolci e prima colazione
9272,"galbusera turco 6 x 66,6 g",4.88 € / kg,0.4 kg,dolci e prima colazione
9273,doria atene 500g gardaland,3.18 € / kg,0.5 kg,dolci e prima colazione
9274,illy classico espresso 10 capsule compatibili con le macchine nespresso* 57 g,70.00 € / kg,0.057 kg,dolci e prima colazione
9275,haribo rotella 265 g,8.68 € / kg,0.265 kg,dolci e prima colazione
9276,vongole veraci fqc pescate a reti nel mar adriatico,18.90 € / kg,0.50 kg,pesce
9277,branzino di orbetello terre d'italia,21.90 € / kg,0.50 kg,pesce
9278,carrefour extra salmone norvegese affumicato 50 g,55.80 € / kg,0.05 kg,pesce
9279,1 x branzino pulito allevato italia fqc,19.90 € / kg,0.60 kg,pesce
9280,trota salmonata iridea pulita fqc,12.90 € / kg,0.50 kg,pesce
9281,1 x orata eviscerata pulita croazia,17.90 € / kg,0.60 kg,pesce
9282,seppie pulite pescate oceano atlantico con ami e palangarie,24.90 € / kg,0.60 kg,pesce
9283,branzino pulito 350 g calibro 300/400 allevato,16.89 € / kg,0.45 kg,pesce
9284,trancio di salmone allevato norvegia fqc,24.90 € / kg,0.40 kg,pesce
9285,carrefour bio salmone 200 g,46.45 € / kg,0.2 kg,pesce
9286,harbour seafood co. burger di salmone impanati 2 x 90 g,27.72 € / kg,0.18 kg,pesce
9287,carrefour selection salmone affumicato selvaggio dell'alaska 100 g,68.90 € / kg,0.1 kg,pesce
9288,salmone affumicato fetta lunga fqc,69.00 € / kg,0.1 kg,pesce
9289,carrefour selection salmone islandese affumicato 100 g,53.50 € / kg,0.1 kg,pesce
9290,"labeyrie il selvaggio salmone affumicato msc, gusto naturale 75 g",102.53 € / kg,0.075 kg,pesce
9291,coda di rana pescatrice atlantica,26.90 € / kg,0.60 kg,pesce
9292,carrefour bio salmone norvegese affumicato 75g,61.20 € / kg,0.075 kg,pesce
9293,carrefour extra salmone scozzese affumicato 100 g,69.90 € / kg,0.1 kg,pesce
9294,salmone affumicato 200 g,28.95 € / kg,0.2 kg,pesce
9295,filetti di merluzzo d'alaska congelati sfusi 300 g,11.50 € / kg,0.30 kg,pesce
9296,anelli di totano giganti del pacifico decongelati,12.90 € / kg,0.40 kg,pesce
9297,1 x orata intera pulita allevata grecia 300/400,3.90 € / kg,1.00 kg,pesce
9298,ritagli di salmone norvegese 200 g,19.95 € / kg,0.2 kg,pesce
9299,1 x branzino intero pulito allevato grecia 300/400,3.90 € / kg,1.00 kg,pesce
9300,trance di pesce spada congelate sfuse 300 g,20.50 € / kg,0.30 kg,pesce
9301,filetto di tonno pinne gialle decongelato,26.88 € / kg,0.25 kg,pesce
9302,cozze allevate italia,4.99 € / kg,1.30 kg,pesce
9303,"carrefour il mercato salmone norvegese filetto di salmone asc con pelle senza spine 0,280 kg",41.07 € / kg,0.28 kg,pesce
9304,gamberi testa ,17.90 € / kg,0.30 kg,pesce
9305,aqua food salmone al naturale norvegese 100 g,76.90 € / kg,0.1 kg,pesce
9306,gimar tartarfish tonno 100 g,65.00 € / kg,0.1 kg,pesce
9307,carrefour extra salmone norvegese affumicato 150 g,53.27 € / kg,0.15 kg,pesce
9308,sardine,10.00 € / kg,0.40 kg,pesce
9309,filetto di platessa pescata,22.90 € / kg,0.10 kg,pesce
9310,seppie nere estera calibro 5/1000,13.90 € / kg,0.80 kg,pesce
9311,kv nordic salmone norvegese affumicato 100 g,79.90 € / kg,0.1 kg,pesce
9312,trota iridea salmonata filiera qualità carrefour,10.89 € / kg,0.35 kg,pesce
9313,ciuffi di totano decongelato ,12.90 € / kg,0.50 kg,pesce
9314,carrefour extra salmone scozzese 50 g,75.00 € / kg,0.05 kg,pesce
9315,alici grandi da banco,6.90 € / kg,0.50 kg,pesce
9316,medusa sgombro grigliato 120 g,41.58 € / kg,0.12 kg,pesce
9317,code di gamberone indopacifico congelate sfuse 350 g,19.89 € / kg,0.35 kg,pesce
9318,paella mista congelata sfusa 500 g,9.90 € / kg,0.50 kg,pesce
9319,lupini da banco 500 g pescati italia,10.00 € / kg,0.50 kg,pesce
9320,cefalo ,5.90 € / kg,0.60 kg,pesce
9321,cozze cilene sgusciate congelate sfuse 350 g,9.89 € / kg,0.35 kg,pesce
9322,filetto di cefalo,11.92 € / kg,0.25 kg,pesce
9323,gamberi indopacifici sgusciati congelati sfusi 350 g,23.89 € / kg,0.35 kg,pesce
9324,tentacoli di totano gigante del pacifico congelati sfusi 400 g,16.00 € / kg,0.40 kg,pesce
9325,cappesante atlantiche mezzo guscio pescato oceano atlantico con draghe,19.90 € / kg,0.10 kg,pesce
9326,mowi signature salmone affumicato norvegese qualità superiore 4 fette 100 g,79.90 € / kg,0.1 kg,pesce
9327,orata di orbetello eviscerata terre d'italia,25.90 € / kg,0.60 kg,pesce
9328,"carrefour selection salmone norvegese affumicato con alga nori 0,100 kg",64.90 € / kg,0.1 kg,pesce
9329,scampi pescati oceano atlantico con reti da traino,24.90 € / kg,0.40 kg,pesce
9330,calamari pescati oceano atlantico con reti da traino,24.90 € / kg,0.50 kg,pesce
9331,vongole del pacifico congelate sfuse,8.90 € / kg,0.70 kg,pesce
9332,vongole del pacifico sgusciate congelate sfuse 350 g,12.89 € / kg,0.35 kg,pesce
9333,sogliola grande pescata con rete da traino zona fao 27,39.90 € / kg,0.30 kg,pesce
9334,suro o sugarello,10.00 € / kg,0.60 kg,pesce
9335,harbour seafood co. burger di merluzzo nordico impanati 2 x 100 g,19.95 € / kg,0.2 kg,pesce
9336,fumara fishburger cotti al vapore solo filetto di merluzzo al naturale 160 g,33.13 € / kg,0.16 kg,pesce
9337,bottarga di tonno,159.60 € / kg,0.025 kg,pesce
9338,gimar saku sushi & sashimi salmone 140 g,70.71 € / kg,0.14 kg,pesce
9339,maki avocado,48.90 € / kg,0.091 kg,pesce
9340,poke bowl salmone,30.00 € / kg,0.33 kg,pesce
9341,crunch eby fry spicy,43.33 € / kg,0.15 kg,pesce
9342,poke bowl honolulu,26.40 € / kg,0.375 kg,pesce
9343,crunch spicy salmone,49.33 € / kg,0.15 kg,pesce
9344,box del fuoco,43.26 € / kg,0.46 kg,pesce
9345,menu love,42.41 € / kg,0.705 kg,pesce
9346,roll salmone 8 pezzi,38.33 € / kg,0.18 kg,pesce
9347,california salmone e formaggio 8 pezzi,54.17 € / kg,0.12 kg,pesce
9348,polpo marocco decongelato,19.90 € / kg,0.80 kg,pesce
9349,polpo arricciato,27.90 € / kg,0.80 kg,pesce
9350,riunione mezzo polpo cotto al naturale 250 g,51.60 € / kg,0.25 kg,pesce
9351,tentacoli di polpo cotto 200 g,52.45 € / kg,0.2 kg,pesce
9352,trancio di pesce spada decongelato,29.80 € / kg,0.50 kg,pesce
9353,mazzancolle tropicale cotte 80/100,14.89 € / kg,0.35 kg,pesce
9354,carrefour classic bastoncini di surimi 4 x 50 g,13.45 € / kg,0.2 kg,pesce
9355,marca scudo filetti di acciughe in olio di semi di girasole 80 g,24.88 € / kg,0.08 kg,pesce
9356,polpette classiche con baccalà carrefour il mercato,15.00 € / kg,0.2 kg,pesce
9357,rio mare patè tonno 100 g,23.50 € / kg,0.1 kg,pesce
9358,branzino croazia allevato nel mar adriatico 600/800 ,19.90 € / kg,0.80 kg,pesce
9359,carrefour classic pasta di acciughe in olio di semi di girasole 60 g,25.83 € / kg,0.06 kg,pesce
9360,coraya bastoncini di mare 12 bastoncini 180 g,21.06 € / kg,0.18 kg,pesce
9361,spuntì al tonno 2 x 84 g,17.56 € / kg,0.168 kg,pesce
9362,balena pasta d'acciughe 65 g,45.38 € / kg,0.065 kg,pesce
9363,filetti alla mugnaia di limanda carrefour il mercato,20.00 € / kg,0.2 kg,pesce
9364,polpette speziate con baccalà carrefour il mercato,15.00 € / kg,0.2 kg,pesce
9365,crocchette impanate con pesce e formaggio carrefour il mercato,15.00 € / kg,0.2 kg,pesce
9366,filetti impanati di merluzzo d'alaska carrefour il mercato,18.18 € / kg,0.22 kg,pesce
9367,klaas puul gamberi cocktail 125 g,26.32 € / kg,0.125 kg,pesce
9368,cotolette impanate di merluzzo d'alaska carrefour il mercato,10.00 € / kg,0.5 kg,pesce
9369,tartare di ombrina,79.90 € / kg,0.1 kg,pesce
9370,carrefour classic uova di lompo nere 50 g,57.80 € / kg,0.05 kg,pesce
9371,prinz gourmetline carpaccio di polpo chef 80 g,87.38 € / kg,0.08 kg,pesce
9372,terre d'italia crema piccante di 'nduja 180 g,28.83 € / kg,0.18 kg,pesce
9373,sardegna a tavola bottarga di muggine 40 g,172.50 € / kg,0.04 kg,pesce
9374,riunione cozze cotte al pomodoro 430 g,12.07 € / kg,0.43 kg,pesce
9375,medusa insalata di mare 450 g,19.76 € / kg,0.45 kg,pesce
9376,bottarga di muggine ,159.60 € / kg,0.025 kg,pesce
9377,carpaccio di pesce spada 100 g,69.00 € / kg,0.1 kg,pesce
9378,girolamo balistreri & c. filetti di acciughe siciliane in olio di semi di girasole 80 g,49.88 € / kg,0.08 kg,pesce
9379,cotolette di merluzzo carbonaro in pastella carrefour il mercato,20.00 € / kg,0.2 kg,pesce
9380,mowi gourmet deli trancio di salmone affumicato a caldo naturale 125 g,51.92 € / kg,0.125 kg,pesce
9381,insalata di mare al naturale,25.69 € / kg,0.35 kg,pesce
9382,carrefour classic uova di lompo rosse 50 g,57.80 € / kg,0.05 kg,pesce
9383,mazzancolle tropicali cotte e sgusciate 100 g carrefour il mercato,39.90 € / kg,0.1 kg,pesce
9384,mowi gourmet deli trancio di salmone affumicato a caldo limone & prezzemolo 125 g,51.92 € / kg,0.125 kg,pesce
9385,polpa di riccio di mare 55g,198.18 € / kg,0.055 kg,pesce
9386,sardegna a tavola nero di seppia 20 g,124.50 € / kg,0.02 kg,pesce
9387,balistreri girolamo & c. snc pasta di acciughe 60 g,49.83 € / kg,0.06 kg,pesce
9388,"bacalaos alkorta baccalà dissalato 0,200 kg",24.95 € / kg,0.2 kg,pesce
9389,marca scudo filetti di acciughe 720 g,22.08 € / kg,0.72 kg,pesce
9390,sardegna a tavola bottarga di tonno 40 g,162.50 € / kg,0.04 kg,pesce
9391,seppioline grigliate,33.33 € / kg,0.15 kg,pesce
9392,klaas puul mazzancolle tropicali con coda 250 g,39.60 € / kg,0.25 kg,pesce
9393,mazzancolle tropicali bio cotte e sgusciate,49.90 € / kg,0.1 kg,pesce
9394,medusa insalata di polpo 145 g,47.59 € / kg,0.145 kg,pesce
9395,medusa sugo fresco allo scoglio 220 g,20.45 € / kg,0.22 kg,pesce
9396,riunione cozze cotte alla marinara 430 g,12.07 € / kg,0.43 kg,pesce
9397,bubble tea tropical jungle - gusto ibisco 450 ml,10.00 € / l,0.45 l,pesce
9398,carrefour classic gamberetti boreali in salamoia 230 g,31.92 € / kg,0.125 kg,pesce
9399,insalata di polpo,36.86 € / kg,0.35 kg,pesce
9400,salmone selvaggio sockeye fetta classica 100 g,89.00 € / kg,0.1 kg,pesce
9401,totano pescato con reti da traino zona fao 27,11.90 € / kg,0.50 kg,pesce
9402,bubble tea wild straberry - gusto fragola 450 ml,10.00 € / l,0.45 l,pesce
9403,bubble tea california peach - gusto pesca 450 ml,10.00 € / l,0.45 l,pesce
9404,carpaccio di tonno al naturale,49.00 € / kg,0.1 kg,pesce
9405,simpl insalata di mare con verdure 1 kg,14.18 € / kg,0.55 kg,pesce
9406,filetti alla mugnaia di merluzzo d'alaska carrefour il mercato,20.00 € / kg,0.2 kg,pesce
9407,selezione gustosi di mare il consommè di pesce 40 g,69.75 € / kg,0.04 kg,pesce
9408,bubble tea thai lychee - gusto litchi 450 ml,8.78 € / l,0.45 l,pesce
9409,bubble tea green lover - gusto mela e matcha 450 ml,10.00 € / l,0.45 l,pesce
9410,medusa sugo fresco alle vongole rosso 220 g,19.50 € / kg,0.22 kg,pesce
9411,selezione gustosi di mare il consommè di pesce 40 g,69.75 € / kg,0.04 kg,pesce
9412,aguinamar cozze intere cotte al naturale 1 kg,9.90 € / kg,1.0 kg,pesce
9413,salmone norvegese fetta lunga 100 g,69.00 € / kg,0.1 kg,pesce
9414,salmone norvegese marinato fetta classica 100 g,69.00 € / kg,0.1 kg,pesce
9415,mazzancolle tropicali con coda cotte e sgusciate 125 g carrefour il mercato,47.20 € / kg,0.125 kg,pesce
9416,bubble tea black forest - gusto ribes nero 450 ml,10.00 € / l,0.45 l,pesce
9417,excelsior acciughe sotto sale 850 g,10.47 € / kg,0.85 kg,pesce
9418,carrefour valigia rigida bicolore 52cm grigia,39.90 € / pz,1.0 pz,valigie
9419,carrefour valigia rigida bicolore 52cm verde,39.90 € / pz,1.0 pz,valigie
9420,carrefour set 2 lucchetti con chiave colori assortiti,2.99 € / pz,1.0 pz,valigie
9421,carrefour trolley morbido in poliestere nero 4 doppie ruote mis. 53x35x23 cm,44.90 € / pz,1.0 pz,valigie
9422,american tourister trolley semirigido holiday navy 67x44x27,149.00 € / pz,1.0 pz,valigie
9423,american tourister trolley funcruise nero,79.90 € / pz,1.0 pz,valigie
9424,carrefour trolley valigia rigida bambino macchina rossa,49.90 € / pz,1.0 pz,valigie
9425,carrefour trolley due ruote rossa,24.90 € / pz,1.0 pz,valigie
9426,carrefour 3616475889452 bagaglio trolley guscio morbido nero,64.90 € / pz,1.0 pz,valigie
9427,american tourister cabin trolley,69.90 € / pz,1.0 pz,valigie
9428,carrefour valigia 2 ruote 61cm rossa,34.90 € / pz,1.0 pz,valigie
9429,american tourister trolley holiday heat spinner 55/20,129.00 € / pz,1.0 pz,valigie
9430,american tourister trolley holiday heat spinner 79/29 black 50g*09006,175.00 € / pz,1.0 pz,valigie
9431,american tourister trolley semi-rigido heat 50g004-navy,129.00 € / pz,1.0 pz,valigie
9432,american tourister trolley semirigido holiday navy 79x46x32,175.00 € / pz,1.0 pz,valigie
9433,carrefour trolley morbido in poliestere blu navy 4 doppie ruote mis. 53x35x23 cm,44.90 € / pz,1.0 pz,valigie
9434,american tourister holiday heat carrello a 4 ruote 67 cm,149.00 € / pz,1.0 pz,valigie
9435,special dog patè con vitello e ortaggi 400 g,2.23 € / kg,0.4 kg,animali
9436,carrefour discount paté con pesce per gatti 100 g,3.70 € / kg,0.1 kg,animali
9437,special dog patè con pollo e coniglio 400 g,2.23 € / kg,0.4 kg,animali
9438,ecomiao lettiera mais 5 litri,5.99 € / pz,1.0 pz,animali
9439,catsan hygiene plus 10 l,7.49 € / pz,1.0 pz,animali
9440,carrefour discount paté di carne per gatti 100 g,3.70 € / kg,0.1 kg,animali
9441,purina gourmet perle filettini in salsa con salmone 85 g,9.29 € / kg,0.085 kg,animali
9442,purina gourmet gold mousse con pesce dell'oceano 85 g,8.82 € / kg,0.085 kg,animali
9443,purina one dual nature adult salmon 400g,6.75 € / kg,0.4 kg,animali
9444,purina gourmet gold mousse con pollo 85 g,8.82 € / kg,0.085 kg,animali
9445,purina friskies catfresh classic lettiera assorbente 8 l,4.79 € / pz,1.0 pz,animali
9446,carrefour discount paté con pollo per gatti 100 g,3.70 € / kg,0.1 kg,animali
9447,purina one dual nature adult chicken 400g,6.75 € / kg,0.4 kg,animali
9448,almo nature hfc natural tonno e gamberetti 70 g,17.00 € / kg,0.07 kg,animali
9449,cesar ricette classiche cibo umido cane in vaschetta con tenero vitello e pollo 150 g,7.27 € / kg,0.15 kg,animali
9450,kitekat con pollo in salsa 100 g,4.50 € / kg,0.1 kg,animali
9451,sheba filets cibo umido gatto pollo con gamberetti e pesce dell'oceano 60 g,23.17 € / kg,0.06 kg,animali
9452,purina gourmet perle filettini in salsa con verdure con vitello e verdure 85 g,9.29 € / kg,0.085 kg,animali
9453,almo nature hfc natural tonno dell'atlantico 70 g,17.00 € / kg,0.07 kg,animali
9454,almo nature holistic urinary help adult cat con pesce 70 g,14.14 € / kg,0.07 kg,animali
9455,bocconcini in salsa con pollo per cani 1250 g,0.87 € / kg,1.25 kg,animali
9456,purina gourmet nature's creations soup tonno & gamberetti 40g,19.75 € / kg,0.04 kg,animali
9457,kitekat con manzo in salsa 100 g,4.50 € / kg,0.1 kg,animali
9458,sanicat classic lettiera assorbente lavender 10 l,6.19 € / pz,1.0 pz,animali
9459,purina gourmet diamant in gelée fiocchi di tonno naturale in gelée con orata 85 g,10.47 € / kg,0.085 kg,animali
9460,purina gourmet gold mousse con tacchino 85 g,8.82 € / kg,0.085 kg,animali
9461,purina gourmet perle duetti con salmone e merluzzo 85 g,9.29 € / kg,0.085 kg,animali
9462,cesar senior 10+ con tenero pollo e riso 150 g,7.27 € / kg,0.15 kg,animali
9463,catisfactions snack gatto con gustoso pollo 60 g,21.50 € / kg,0.06 kg,animali
9464,pedigree biscrok biscotti cane multi mix 500 g,3.58 € / kg,0.5 kg,animali
9465,felix le ghiottonerie le preferite in gelatina (manzo/pollo & salmone/tonno) 10 x 85 g,6.71 € / kg,0.85 kg,animali
9466,purina gourmet gold mousse con manzo 85 g,8.82 € / kg,0.085 kg,animali
9467,purina gourmet diamant in gelée fiocchi di tonno naturale in gelée con gamberetti 85 g,10.47 € / kg,0.085 kg,animali
9468,sheba filets cibo umido gatto pollo con tonno da pesca sostenibile 60 g,23.17 € / kg,0.06 kg,animali
9469,carrefour discount vaschetta con pollo per cani 300 g,2.83 € / kg,0.3 kg,animali
9470,cesar selezioni dell'orto cibo umido cane in vaschetta con manzo e verdure dell'orto 150 g,7.27 € / kg,0.15 kg,animali
9471,whiskas sticks con pollo 3 pezzi 18 g,52.78 € / kg,0.018 kg,animali
9472,purina gourmet perle filettini in salsa con manzo 85 g,9.29 € / kg,0.085 kg,animali
9473,catisfactions snack gatto con delizioso salmone 60 g,21.50 € / kg,0.06 kg,animali
9474,purina gourmet gold cuore morbido tonno / salmone 4x85g,8.50 € / kg,0.34 kg,animali
9475,cesar ricette classiche cibo umido cane in vaschetta con manzo succulento e pollo 150 g,7.27 € / kg,0.15 kg,animali
9476,purina gourmet gold dadini in salsa con salmone e pollo 85 g,8.82 € / kg,0.085 kg,animali
9477,felix le ghiottonerie selezioni deliziose in gelatina (manzo & pollo) 4 x 85 g,7.94 € / kg,0.34 kg,animali
9478,purina gourmet gold patè con agnello e anatra 85 g,8.82 € / kg,0.085 kg,animali
9479,purina gourmet perle piaceri del mare pesce dell'oceano / platessa / salmone / tonno 8 x 85 g,7.63 € / kg,0.68 kg,animali
9480,adoc naturally premium filetti pollo 170 g,10.53 € / kg,0.17 kg,animali
9481,vitakraft beef stick original + tacchino 12 g,57.50 € / kg,0.012 kg,animali
9482,"cesar ricette di campagna cibo umido cane in vaschetta con pollo, verdurine e prezzemolo 150 g",7.27 € / kg,0.15 kg,animali
9483,migliorcane unico delicato patè prosciutto 100 g,10.50 € / kg,0.1 kg,animali
9484,catisfactions con stuzzicante formaggio 60 g,21.50 € / kg,0.06 kg,animali
9485,adoc naturally premium filetti di tonnetto con gamberetti 85 g,14.71 € / kg,0.085 kg,animali
9486,vitakraft beef stick original + selvaggina 12 g,57.50 € / kg,0.012 kg,animali
9487,"carrefour adult terrine tacchino, agnello, vitello, merluzzo per gatti 4 x 100 g",3.73 € / kg,0.4 kg,animali
9488,purina gourmet diamant in salsa squisite falde di polpa di tonno naturale in salsa 85 g,10.47 € / kg,0.085 kg,animali
9489,purina gourmet gold tortini pollo / manzo 4 x 85 g,8.38 € / kg,0.34 kg,animali
9490,pedigree con pollo e carote in gelatina 400 g,3.38 € / kg,0.4 kg,animali
9491,purina gourmet gold mousse manzo / pesce dell'oceano / fegato / tacchino 8 x 85 g,7.93 € / kg,0.68 kg,animali
9492,patè con pesce per gatti 400 g,1.23 € / kg,0.4 kg,animali
9493,migliorgatto unico deliziosa mousse prosciutto 85 g,10.94 € / kg,0.085 kg,animali
9494,carrefour junior terrine paté con pollo per gatti 100 g,4.40 € / kg,0.1 kg,animali
9495,carrefour adult terrine al prosciutto e fagiolini per cani 150 g,4.80 € / kg,0.15 kg,animali
9496,"sheba creazioni speciali cibo umido gatto in salsa con tacchino, pollo e verdure 85 g",9.29 € / kg,0.085 kg,animali
9497,purina gourmet perle filettini in salsa tacchino / anatra / agnello / tonno 8 x 85 g,7.63 € / kg,0.68 kg,animali
9498,purina gourmet gold patè con coniglio 85 g,8.82 € / kg,0.085 kg,animali
9499,ultima cat sterilizzati fit & delicious con manzo in salsa 85 g,11.18 € / kg,0.085 kg,animali
9500,purina one sterilcat ricco in manzo 800 g,7.49 € / kg,0.8 kg,animali
9501,almo nature hfc natural filetto di pollo 70 g,17.00 € / kg,0.07 kg,animali
9502,carrefour patè con manzo 400 g,2.73 € / kg,0.4 kg,animali
9503,purina gourmet nature's creations soup salmone & verdure 40g,19.75 € / kg,0.04 kg,animali
9504,purina gourmet gold tortini tonno / salmone 4 x 85 g,8.38 € / kg,0.34 kg,animali
9505,purina gourmet perle filettini in salsa con verdure vitello / manzo / trota / selvaggina 8 x 85 g,7.63 € / kg,0.68 kg,animali
9506,purina gourmet nature's creations ricco in tonno guarnito con pomodori e riso 85g,15.18 € / kg,0.085 kg,animali
9507,cesar selezioni dell'orto cibo umido cane in vaschetta con manzo e cuore di verdure dell'orto 150 g,7.27 € / kg,0.15 kg,animali
9508,purina gourmet mon petit filettini intense cotti in salsa (tonno / salmone / trota) 6x50g,9.17 € / kg,0.3 kg,animali
9509,"vitakraft magic clean classic lettiera per gatti 3,8 l",7.99 € / pz,1.0 pz,animali
9510,purina gourmet nature's creations soup pollo 40g,19.75 € / kg,0.04 kg,animali
9511,purina gourmet perle filettini in salsa con pollo 85 g,9.29 € / kg,0.085 kg,animali
9512,bocconcini in salsa con manzo per cani 405 g,1.21 € / kg,0.405 kg,animali
9513,pedigree con manzo in gelatina 400 g,3.48 € / kg,0.4 kg,animali
9514,purina gourmet perle piaceri del mare pesce dell'oceano / platessa / salmone / tonno 4 x 85 g,8.24 € / kg,0.34 kg,animali
9515,purina one sterilcat hairball ricco in pollo 800 g,7.49 € / kg,0.8 kg,animali
9516,whiskas sticks ricco di salmone 3 pezzi 18 g,52.78 € / kg,0.018 kg,animali
9517,pedigree dentastix daily oral care* 10-25 kg 7 pezzi 180 g,12.72 € / kg,0.18 kg,animali
9518,"croccantini con pollo, con manzo con fegato e con tacchino per gatti 2 kg",1.60 € / kg,2.0 kg,animali
9519,purina gourmet perle duetti con pollo e manzo 85 g,9.29 € / kg,0.085 kg,animali
9520,sheba filets pesce bianco da pesca sostenibile 60 g,23.17 € / kg,0.06 kg,animali
9521,purina felix playtubes snack gatto al gusto di tacchino e prosciutto 50g,46.00 € / kg,0.05 kg,animali
9522,purina friskies cookies biscotti cane aromatizzati con pollo scatola 500g,3.70 € / kg,0.5 kg,animali
9523,purina gourmet perle filettini in salsa pollo / manzo / anatra / agnello 4 x 85 g,8.24 € / kg,0.34 kg,animali
9524,"migliorgatto sterilized delicato patè con manzo, fegato e carote 100 g",7.50 € / kg,0.1 kg,animali
9525,"carrefour adult bocconcini al pesce in gelatina al merluzzo, al tonno per gatti 6 x 100 g",3.75 € / kg,0.6 kg,animali
9526,purina dentalife cane snack per l'igiene orale taglia small busta 7 stick 115g,13.48 € / kg,0.115 kg,animali
9527,purina one mini/small delicate ricco in salmone con riso 800g,4.74 € / kg,0.8 kg,animali
9528,sanicat clumping lettiera agglomerante marseille soap 8 l,6.19 € / pz,1.0 pz,animali
9529,purina gourmet gold doppio piacere anatra & tacch/manzo & pollo/pesce oceano/coniglio & fegato 8x85g,7.93 € / kg,0.68 kg,animali
9530,purina adventuros cane nuggets snack cane al gusto cinghiale busta 90 g,15.00 € / kg,0.09 kg,animali
9531,catisfactions snack gatto con appetitoso manzo 60 g,21.50 € / kg,0.06 kg,animali
9532,carrefour adult terrine ricca di manzo per gatti 100 g,4.20 € / kg,0.1 kg,animali
9533,adoc naturally premium filetti di tonnetto con alicette 85 g,14.71 € / kg,0.085 kg,animali
9534,carrefour adult terrine al vitello e alle carote per cani 150 g,4.80 € / kg,0.15 kg,animali
9535,purina one sterilcat ricco in salmone 800 g,7.49 € / kg,0.8 kg,animali
9536,almo nature hfc natural pollo e tonno 70 g,17.00 € / kg,0.07 kg,animali
9537,felix le ghiottonerie le varietà in gelatina (platessa/tonno & coniglio/pollo) 10 x 85 g,7.05 € / kg,0.85 kg,animali
9538,"cesar selezione dell'orto cibo umido cane in vaschetta con selvaggina, pollo e verdurine 150 g",7.27 € / kg,0.15 kg,animali
9539,purina gourmet perle filettini in salsa con tacchino 85 g,9.29 € / kg,0.085 kg,animali
9540,whiskas temptations snack gatto con pollo e formaggio 60 g,21.50 € / kg,0.06 kg,animali
9541,carrefour snacks al salmone 6 x 5 g,45.00 € / kg,0.03 kg,animali
9542,purina one mini/small active ricco in pollo con riso 800g,4.74 € / kg,0.8 kg,animali
9543,purina gourmet mon petit filettini intense cotti in salsa (anatra / pollo / tacchino) 6x50g,9.17 € / kg,0.3 kg,animali
9544,ultima cat sterilizzati fit & delicious con pollo in salsa 85 g,10.24 € / kg,0.085 kg,animali
9545,sheba paté classics cibo umido gatto in vaschetta con vitello 85 g,9.29 € / kg,0.085 kg,animali
9546,purina gourmet diamant sfilaccetti con manzo prelibato 85g,10.47 € / kg,0.085 kg,animali
9547,purina gourmet nature's creations soup pollo & verdure 40g,19.75 € / kg,0.04 kg,animali
9548,adoc tonnetto con prosciutto 85 g,14.71 € / kg,0.085 kg,animali
9549,carrefour discount paté con manzo per cani 150 g,2.83 € / kg,0.3 kg,animali
9550,giuntini crancy dentalsnack per cani di media e grande taglia x7 180 g,8.28 € / kg,0.18 kg,animali
9551,felix le ghiottonerie selezioni con verdure in gelatina (manzo/carote & pollo/pomodoro) 4 x 85 g,8.50 € / kg,0.34 kg,animali
9552,"felix party mix snacks ocean aromatizzato con salmone, merluzzo e trota 60 g",24.17 € / kg,0.06 kg,animali
9553,carrefour junior terrine al pollo 300 g,3.83 € / kg,0.3 kg,animali
9554,ultima cat sterilizzati fit & delicious con salmone in salsa 85 g,10.24 € / kg,0.085 kg,animali
9555,adoc naturally premium trancetti di tonnetto 170 g,10.53 € / kg,0.17 kg,animali
9556,cesar cibo umido cane in buste selezione in salsa 4 x 100 g,4.98 € / kg,0.4 kg,animali
9557,purina gourmet gold dadini in salsa con verdure con vitello in salsa con verdure 85 g,8.82 € / kg,0.085 kg,animali
9558,"carrefour adult fettine in salsa con tonno, salmone e carote per gatti 100 g",4.40 € / kg,0.1 kg,animali
9559,sanicat clumping white lettiera agglomerante bianca 8 l,6.79 € / pz,1.0 pz,animali
