,Product,Unit Price
11541,Dove original anti-perspirant 50 ml,"€ 45,80 all/50.0 ml"
11542,Nivea Biodegradabili Salviettine Struccanti Pelli Normali e Miste 25 pz,"€ 0,10 alpz/25.0 pz"
11543,Pantene Pro-V 3in1 Shampoo+Balsamo+Trattamento Lisci Effetto Seta 2x225 ml,"€ 8,64 all/450.0 ml"
11544,Chilly con antibatterico Salviettine intime 12 pz,"€ 0,17 alpz/12.0 pz"
11545,Acqua Distillata alle Rose Tonico Rinfrescante 300 ml,"€ 8,63 all/300.0 ml"
11546,Neutro Roberts nutriente con olio di mandorla Sapone Liquido 400 ml,"€ 5,73 all/400.0 ml"
11547,vedo chiaro Occhiali Vista e Sole salviettine umidificate 16 pz,"€ 0,12 alpz/16.0 pz"
11548,Herbal Essences Shampoo Formula Vegana Ripara con Olio di Argan 250 ml,"€ 7,96 all/250.0 ml"
11549,Lines Idea Liberty Giorno anatomico disteso x15,"€ 0,09 alpz/15.0 pz"
11550,Lines Petalo con ali x24,"€ 0,16 alpz/24.0 pz"
11551,Nivea Care Shower Creme Soft & almond oil 250 ml,"€ 11,00 all/250.0 ml"
11552,Lines intervallo Cotton Soft Regular 58 pz,"€ 0,05 alpz/58.0 pz"
11553,Borotalco Originale Profumo di Borotalco Deo Roll On 50 ml,"€ 77,80 all/50.0 ml"
11554,Breeze Freschezza Talcata Deodorante Profumato 48h 100 mL,"€ 34,90 all/100.0 ml"
11555,Aquafresh Junior dentifricio bambini igiene dentale denti sani e forti dai 6 anni 75 ml,"€ 19,87 all/75.0 ml"
11556,Felce Azzurra Narciso essenza di bellezza Bagnodoccia 650 ml,"€ 3,06 all/650.0 ml"
11557,Mentadent Protezione Famiglia Freschezza Quotidiana 75 ml,"€ 22,00 all/75.0 ml"
11558,Dimension by Lux Shampoo & Balsamo 2in1 Capelli Normali Effetto Brillantezza 250 ml,"€ 5,80 all/250.0 ml"
11559,Neutro Roberts fresco zero% sali tè verde e lime Deo Spray 150 ml,"€ 26,60 all/150.0 ml"
11560,Mentadent C-Fresh 75 ml,"€ 25,20 all/75.0 ml"
11561,Intesa Pour Homme Deodorant Parfumé Ylang-Ylang Body Spray 150 mL,"€ 18,60 all/150.0 ml"
11562,Colgate dentifricio sbiancante minerale Max White Carbon 75 ml,"€ 37,20 all/75.0 ml"
11563,Pantene Shampoo Rigenera e Protegge 225 ml,"€ 15,96 all/225.0 ml"
11564,Tena discreet Extra 10 pz,"€ 0,44 alpz/10.0 pz"
11565,Spuma di Sciampagna Benessere Marsiglia Sapone Crema Ecoricarica 1500 ml,"€ 1,59 all/1500.0 ml"
11566,Scottex Tutti Giorni 140 Fazzoletti,"€ 0,02 alpz/140.0 pz"
11567,Chilly con antibatterico detergente intimo 300 ml,"€ 15,97 all/300.0 ml"
11568,Oral-B Spazzolino Manuale 1·2·3 Indicator 40 medio,"€ 1,49 alpz/1.0 pz"
11569,Nivea Black & White Inivisible Fresh 150 ml,"€ 18,60 all/150.0 ml"
11570,Tampax & Go Super Plus 18 pz,"€ 0,14 alpz/18.0 pz"
11571,Lysoform Protezione Mani 250 ml,"€ 10,36 all/250.0 ml"
11572,Spuma di Sciampagna Benessere Idratante Bagnodoccia Crema Latte di Mandorla e Burro di Karité 650 ml,"€ 4,54 all/650.0 ml"
11573,Felce Azzurra con Antibatterico menta e lime Sapone Profumato 300 ml,"€ 6,30 all/300.0 ml"
11574,Lines Idea notte anatomico disteso 14 pz,"€ 0,24 alpz/14.0 pz"
11575,Lines Cotone Assorbenti Ultra con Ali 10+2 pz,"€ 0,28 alpz/12.0 pz"
11576,Parodontax original dentifricio quotidiano con fluoro per gengive più sane e denti forti 75 ml,"€ 39,87 all/75.0 ml"
11577,Listerine Difesa Denti e Gengive Menta Fresca 500 ml,"€ 11,00 all/500.0 ml"
11578,Oral B Dentifricio Kids Cars/Frozen 75 ml - Dentifricio per Bambini 0-5 anni,"€ 39,87 all/75.0 ml"
11579,Veet Crema Depilatoria Corpo e Gambe Pure Pelli Normali 200 ml,"€ 18,95 all/200.0 ml"
11580,Pantene Pro-V Shampoo Aqua Light 2x225 ml,"€ 7,78 all/500.0 ml"
11581,"Johnson's Baby Olio Aloe Vera, Testato Da Pediatri E Dermatologi, 300ml","€ 7,97 all/300.0 ml"
11582,Nivea Anti-Perspirant Dry Comfort 50 ml,"€ 49,80 all/50.0 ml"
11583,Neutro Roberts doccia shampoo tonificante con Vitamine della Frutta 250 ml,"€ 7,96 all/250.0 ml"
11584,Listerine Cool Mint 500 ml,"€ 9,98 all/500.0 ml"
11585,Pantene Shampoo Lisci Effetto Seta 225 ml,"€ 15,96 all/225.0 ml"
11586,Lines intervallo & go Regular Fresh 20+4 pz,"€ 0,06 alpz/24.0 pz"
11587,Carrefour Comfort Cerotti assortiti 4 formati 40 pz,"€ 0,07 alpz/40.0 pz"
11588,Carrefour Soft 3 - 6 Anni,"€ 1,69 alpz/1.0 pz"
11589,Enervit Protein 28% Bar with Vitamins Vanilla-Yogurt Flavour 40 g,"€ 57,25 alkg/40.0 g"
11590,One Day + Igiene Mascherine FFP2 Colors Blu 5 pz,"€ 2,50 alpz/1.0 pz"
11591,Head & Shoulders Shampoo Antiforfora Menthol Fresh 225 ml,"€ 13,29 all/225.0 ml"
11592,Tena Pants Culottes Plus Night L 12 pz,"€ 1,00 alpz/12.0 pz"
11593,Lines intervallo Velo Regular Fresh 64 pz,"€ 0,04 alpz/64.0 pz"
11594,Mentadent Denti e Gengive 500 ml,"€ 5,98 all/500.0 ml"
11595,Oral-B Spazzolino Manuale Complete 5in1 40 Medio,"€ 1,99 alpz/1.0 pz"
11596,Spuma di Sciampagna Benessere Marsiglia Sapone Crema 400 ml,"€ 6,23 all/400.0 ml"
11597,Carrefour Soft Dry Antitraspirante con talco 200 ml,"€ 9,45 all/200.0 ml"
11598,Carrefour Bio Soft Gel Doccia alla mandorla dolce 500 ml,"€ 7,38 all/500.0 ml"
11599,Carrefour Sensitive Salviettine Intime Umidificate 42 pz,"€ 0,03 alpz/42.0 pz"
11600,Gillette Blue II Rasoio da Uomo Usa e Getta - 5 rasoi,"€ 0,59 alpz/5.0 pz"
11601,Chilly gel detergente intimo 300 ml,"€ 15,97 all/300.0 ml"
11602,Chilly con antibatterico detergente intimo 2 x 200 ml,"€ 9,98 all/400.0 ml"
11603,Palmolive bagnoschiuma Aroma Essence Ultimate Relax 500 ml,"€ 5,58 all/500.0 ml"
11604,Nivea Struccante Occhi Doppia Azione 125 ml,"€ 28,72 all/125.0 ml"
11605,Pantene Pro-V Shampoo Ricci Perfetti 2x225 ml,"€ 8,64 all/450.0 ml"
11606,AZ Ricerca Dentifricio Pro-Expert Pulizia Profonda 75 ml,"€ 39,87 all/75.0 ml"
11607,"Colgate dentifricio Maximum Caries Protection, protezione carie 100 ml","€ 37,90 all/100.0 ml"
11608,Palmolive bagnoschiuma Thermal Spa Mineral Massage 500 ml,"€ 5,58 all/500.0 ml"
11609,Carrefour Solvente delicato alla Glicerina Unghie fragili 200 ml,"€ 7,45 all/200.0 ml"
11610,Nivea Deodorant Anti-Perspirant pearl & beauty 50 ml,"€ 49,80 all/50.0 ml"
11611,Pantene Pro-V Spuma Ricci Perfetti 200 ml,"€ 22,45 all/200.0 ml"
11612,Nivea Crema Corpo Idratante Express Pelle normale o secca 500 ml,"€ 7,98 all/500.0 ml"
11613,Carrefour Soft Protection Collutorio 500 ml,"€ 3,38 all/500.0 ml"
11614,Vidal White Musk Docciaschiuma Muschio Bianco 250 ml,"€ 4,76 all/250.0 ml"
11615,Borotalco Active Profumo di Cedro e Lime Deo Spray 0% Alcool 150 ml,"€ 19,93 all/150.0 ml"
11616,Sensodyne Complete Protection dentifricio quotidiano con fluoro 75 ml,"€ 66,53 all/75.0 ml"
11617,Kleenex Mindfulness Collection Fazzoletti 48 pz,"€ 0,07 alpz/48.0 pz"
11618,Oral-B Filo Super Floss Interdentale - 50 Fili Pre-Tagliati,"€ 4,19 alpz/1.0 pz"
11619,"Colgate dentifricio sbiancante Total Whitening protezione 24h, 75ml","€ 37,20 all/75.0 ml"
11620,"Gillette Series Gel da Barba Lenitivo, 200ml","€ 18,45 all/200.0 ml"
11621,Breeze Neutro Deodorante Profumato 48h 100 mL,"€ 34,90 all/100.0 ml"
11622,Dove Ricostruzione Intensiva Shampoo per Capelli Danneggiati 225 ml,"€ 8,84 all/225.0 ml"
11623,Lines intervallo Lady Plus Maxi Long 28 pz,"€ 0,10 alpz/28.0 pz"
11624,Carrefour Soft Super + Ultra Assorbenti Ultra Sottili 12 pz,"€ 0,09 alpz/12.0 pz"
11625,meridol dentifricio Protezione Gengive con antibatterico 75 ml,"€ 53,20 all/75.0 ml"
11626,Palmolive ricarica sapone liquido mani Naturals latte e miele 900 ml,"€ 4,99 all/900.0 ml"
11627,Nidra Bagnolatte Idratante con proteine del Latte 750 mL,"€ 4,13 all/750.0 ml"
11628,Carrefour Essential Carta igienica Ultra Confort 3 veli 6 pz,"€ 1,02 alpz/6.0 pz"
11629,Carrefour Soft Delicato Detergente Intimo 250 ml,"€ 4,60 all/250.0 ml"
11630,Pantene Balsamo Rigenera e Protegge 180 ml,"€ 16,61 all/180.0 ml"
11631,Dove Lunghi e Brillanti Balsamo per Capelli Lunghi e Spenti 180 ml,"€ 11,06 all/180.0 ml"
11632,Amuchina Protettivo Sapone Liquido Mani Igienizzante 250 ml,"€ 7,96 all/250.0 ml"
11633,Colgate collutorio sbiancante carbone Plax White & Charcoal 500 ml,"€ 7,58 all/500.0 ml"
11634,Veet Crema Depilatoria Corpo e Gambe Pure Pelli Sensibili 200 ml,"€ 18,95 all/200.0 ml"
11635,Nivea Crema Corpo Nutriente Pelle Secca o molto secca 250 ml,"€ 15,16 all/250.0 ml"
11636,"Colgate dentifricio Maximum Caries Protection, protezione carie 2x75 ml","€ 19,93 all/150.0 ml"
11637,Sanex bagnoschiuma BiomeProtect Dermo Pro Hydrate 550 ml,"€ 3,98 all/550.0 ml"
11638,Lines intervallo Velo Regular Sottilissimo 64 pz,"€ 0,04 alpz/64.0 pz"
11639,Intesa Pour Homme Schiuma da Barba Energizzante con Caffeina e Guaranà 300 ml,"€ 4,97 all/300.0 ml"
11640,Sanex bagnoschiuma Zero% pelle normale 550 ml,"€ 3,98 all/550.0 ml"
11641,Intesa Pour Homme Bagno Doccia Shampoo Rivitalizzante Ginseng 500 mL,"€ 8,78 all/500.0 ml"
11642,"Garnier Balsamo Fructis Capelli Normali, Capelli Forti e Brillanti, 200 ml","€ 9,95 all/200.0 ml"
11643,Lysoform Protezione Mani fresh 250 ml,"€ 10,36 all/250.0 ml"
11644,Tena discreet Ultra Mini Assorbenti Sottili 20 pz,"€ 0,17 alpz/20.0 pz"
11645,Lines Petalo notte con ali x18,"€ 0,21 alpz/18.0 pz"
11646,elmex dentifricio Sensitive Professional denti sensibili 20 ml,"€ 107,50 all/20.0 ml"
11647,"Garnier Ultra Dolce Shampoo Delicatezza D'Avena per capelli delicati- con crema di riso, 250 ml","€ 12,76 all/250.0 ml"
11648,Gillette Sensor3 Comfort Rasoio da Uomo Usa e Getta - 3 rasoi + 2 Gratis,"€ 1,16 alpz/5.0 pz"
11649,Enervit Protein 32% Bar with Vitamins Triple Chocolate 47 g,"€ 50,00 alkg/45.0 g"
11650,"Garnier Shampoo Ultra Dolce 5 Piante, Shampoo per Capelli Normali, 250 ml","€ 12,76 all/250.0 ml"
11651,"L'Oréal Paris Ritocco Perfetto, Spray Istantaneo Correttore per Radici, Castano, 75 ml","€ 6,49 alpz/1.0 pz"
11652,Bilba Spuma Cristalli Liquidi con Semi di Lino 200 ml,"€ 11,95 all/200.0 ml"
11653,Dove Idratazione Quotidiana Shampoo per Tutti i Tipi di Capelli 225 ml,"€ 8,84 all/225.0 ml"
11654,equilibra Aloe Salviette Intime Delicate 12 pz,"€ 0,20 alpz/12.0 pz"
11655,Carrefour Soft Normal Proteggislip 30 pz,"€ 0,05 alpz/30.0 pz"
11656,Tampax Compak Regular x16,"€ 0,21 alpz/16.0 pz"
11657,Carrefour Soft Pure Assorbenti Night+ 10 pz,"€ 0,19 alpz/10.0 pz"
11658,Carrefour Cotone pretagliato 200 g,"€ 18,95 alkg/200.0 g"
11659,Opharm 10 mascherine FFP2 Nere,"€ 5,00 alpz/1.0 pz"
11660,Borotalco Original Profumo di Borotalco Bagnodoccia 600 ml,"€ 7,33 all/600.0 ml"
11661,Nivea Bagnodoccia Creme Care 650 ml,"€ 5,98 all/650.0 ml"
11662,Sanex bagnoschiuma Zero% pelle secca 550 ml,"€ 3,98 all/550.0 ml"
11663,Nivea Crema Corpo Idratante Express Pelle normale o secca 250 ml,"€ 15,16 all/250.0 ml"
11664,Nivea Latte Detergente Idratante 200 ml,"€ 17,45 all/200.0 ml"
11665,Garnier SkinActive Acqua Micellare Bifase 400 ml,"€ 11,73 all/400.0 ml"
11666,Noxzema Protective Shave Lenitiva Schiuma da Barba Classic 300 ml,"€ 10,97 all/300.0 ml"
11667,Spuma di Sciampagna Benessere Rigenerante Bagnodoccia Crema Ametista e Orchidea 650 ml,"€ 4,54 all/650.0 ml"
11668,I Provenzali Sapone Extrafino Marsiglia con Olio d'Oliva 150 g,"€ 16,60 alkg/150.0 g"
11669,Dove go fresh profumo di cetriolo e tè verde Deodorante Vapo No Gas 75 ml,"€ 41,20 all/75.0 ml"
11670,milmil Sapone Liquido Muschio Bianco Ricarica Universale Ecologica 2 Litri,"€ 2,40 all/2.0 l"
11671,Carrefour Bio Soft Crema Mani Nutriente con Karite* 75 ml,"€ 39,87 all/75.0 ml"
11672,elmex collutorio Protezione Carie rinfresca l´alito 400 ml,"€ 11,48 all/400.0 ml"
11673,Lactacyd Protezione Attiva Detergente intimo per tutti i tipi di pelle 300 ml,"€ 7,30 all/300.0 ml"
11674,"Garnier Ultra Dolce, Shampoo per Capelli che Tendono a Ingrassarsi, Argilla e Cedro, 250 ml","€ 12,76 all/250.0 ml"
11675,Palmolive ricarica sapone liquido mani Naturals latte e mandorla 900 ml,"€ 4,99 all/900.0 ml"
11676,elmex dentifricio Protezione Carie doppio scudo protettivo 75 ml,"€ 53,20 all/75.0 ml"
11677,Dove fresca idratazione Bagnodoccia aloe & linfa di betulla 600 ml,"€ 4,65 all/600.0 ml"
11678,Johnson's baby olio 300 ml,"€ 7,97 all/300.0 ml"
11679,Pantene Pro-V Shampoo Rigenera & Protegge 90 ml,"€ 18,78 all/90.0 ml"
11680,o.b. ProComfort Ultimate Comfort* Super 16 pz,"€ 0,12 alpz/16.0 pz"
11681,Carrefour Soft Maxi Duo Sensitive* 100% Cotton** Aloe vera 50 pz,"€ 0,04 alpz/50.0 pz"
11682,Carrefour Soft Normal Ultra Assorbenti Ultrasottili 16 pz,"€ 0,07 alpz/16.0 pz"
11683,Lines Petalo Blu con Ali x96,"€ 0,16 alpz/96.0 pz"
11684,Pantene Shampoo+Balsamo+Trattamento 3in1 Linea Classica 225 ml,"€ 15,96 all/225.0 ml"
11685,milmil Sapone Liquido Cocco & Vaniglia Ricarica Universale Ecologica 2 Litri,"€ 2,40 all/2.0 l"
11686,Garnier Grafic gel mega-fix 200 ml,"€ 18,45 all/200.0 ml"
11687,Carrefour Diagnostic Contenitore per urine Sterile,"€ 1,19 alpz/1.0 pz"
11688,Mentadent Vertical Expert Sensitive extra soft,"€ 2,65 alpz/1.0 pz"
11689,Mentadent 2-6 Anni Gusto Frutta 50 ml,"€ 37,80 all/50.0 ml"
11690,Dove caring hand wash cucumber & green tea scent Ricarica 500 ml,"€ 3,10 all/500.0 ml"
11691,Dove original Deodorante Vapo No Gas 75 ml,"€ 41,20 all/75.0 ml"
11692,Gillette Rasoio da Uomo Usa e Getta Blue3 - 4 Rasoi + 2 Gratis = 6 Rasoi,"€ 0,55 alpz/6.0 pz"
11693,Carrefour Soft Dry con Talco Antitraspirante 50 ml,"€ 39,80 all/50.0 ml"
11694,Listerine Total Care Menta Pura 500 ml,"€ 12,98 all/500.0 ml"
11695,Infasil Neutro detergente liquido neutro 300 ml,"€ 11,63 all/300.0 ml"
11696,Borotalco Invisible No Transfer Profumo Fresco Oceanico Deo Spray 150 ml,"€ 19,93 all/150.0 ml"
11697,Borotalco Invisibile Deo Spray 150 ml,"€ 21,93 all/150.0 ml"
11698,Oral-B Filo Interdentale Non Cerato Menta 50 m,"€ 2,19 alpz/1.0 pz"
11699,Omia Laboratori Ecobio Bagno Seta argan del Marocco Nutriente 400 ml,"€ 8,98 all/400.0 ml"
11700,Blanx O₃X oxygen power Dentifricio non Abrasivo 75 ml,"€ 30,53 all/75.0 ml"
11701,Proraso Schiuma da Barba Pelli Sensibili 300 ml,"€ 6,63 all/300.0 ml"
11702,Tena lady Super 15 pz,"€ 0,43 alpz/15.0 pz"
11703,Vidal Sensitive Bagnodoccia Talco liquido 600 ml,"€ 2,38 all/600.0 ml"
11704,Acqua alle Rose Salviettine Micellari Struccanti Viso&Occhi Sensitive 20 pz,"€ 0,15 alpz/20.0 pz"
11705,"Labello Soft Rosé 4,8 g","€ 378,00 all/5.0 ml"
11706,Lines Petalo con ali 12 pz,"€ 0,17 alpz/12.0 pz"
11707,batist Dry Shampoo classico 75 ml,"€ 50,53 all/75.0 ml"
11708,Lines Cotone Assorbenti Notte con Ali 8+2 pz,"€ 0,33 alpz/10.0 pz"
11709,elmex collutorio Sensitive denti sensibili 100 ml,"€ 20,90 all/100.0 ml"
11710,Oral-B Professional Dentifricio Rigenera Smalto Pulizia Quotidiana 75 ml,"€ 49,87 all/75.0 ml"
11711,Neutrogena crema mani concentrata Profumata 50 ml,"€ 63,80 all/50.0 ml"
11712,Neutro Roberts con antibatterico con tè verde naturale Sapone Liquido Ricarica 2 x 200 ml,"€ 8,98 all/400.0 ml"
11713,"elmex spazzolino Junior, bimbi, bambini, 6-12 anni, morbido","€ 3,69 alpz/1.0 pz"
11714,Chilly delicato detergente intimo 300 ml,"€ 15,97 all/300.0 ml"
11715,Cotoneve bastoncini cotonati in Carta 300 pz,"€ 0,01 alpz/300.0 pz"
11716,Pantene Balsamo e Siero Capelli con Proteina Miracle Serum Multi-Nutriente Forti & Folti 150 ml,"€ 19,93 all/150.0 ml"
11717,Dove talco Bagnodoccia al delicato profumo di talco 600 ml,"€ 4,65 all/600.0 ml"
11718,Geomar Crema-Gel Effetto Urto 200 mL,"€ 27,95 all/200.0 ml"
11719,Borotalco Originale Profumo di Borotalco Deo Vapo 75 ml,"€ 51,87 all/75.0 ml"
11720,Carrefour Bio Soft Bastoncini Cotonati Bio* 200 pz,"€ 0,01 alpz/200.0 pz"
11721,Carrefour 30 Proteggi slip anatomico maxi,"€ 0,05 alpz/30.0 pz"
11722,L'Oréal Paris Studio Line Indestructible 9 Gel estremo 48h 150 ml,"€ 26,60 all/150.0 ml"
11723,Neutro Roberts uomo fresco essenza marina Deo Spray 150 ml,"€ 26,60 all/150.0 ml"
11724,Tampax Compak Super 16 pz,"€ 0,21 alpz/16.0 pz"
11725,Carrefour Super Absodys 10 pz,"€ 0,25 alpz/10.0 pz"
11726,milmil Fresca Vitalità Bagno Schiuma latte di cocco 1000 ml,"€ 2,99 all/1000.0 ml"
11727,Aquafresh Dynamic spazzolino denti protezione denti e gengive delicato per rimuovere placca Medio,"€ 1,45 alpz/1.0 pz"
11728,infasil Uomo Derma48H Deospray fresh 150 ml,"€ 13,27 all/150.0 ml"
11729,Felce Azzurra Menta e Lime Rinfrescante Doccia Gel 250 ml,"€ 7,80 all/250.0 ml"
11730,Carrefour Soft Cerotti adesivi Medi 20 pz,"€ 0,07 alpz/20.0 pz"
11731,Lysoform Protezione Mani 125 g,"€ 14,40 alkg/125.0 g"
11732,Polident lunga tenuta adesivo per protesi dentiera giornaliera ad alto comfort fino a 12 ore 40g,"€ 149,75 alkg/40.0 g"
11733,Spuma di Sciampagna Benessere Marsiglia con Antibatterico Naturale 125 g,"€ 12,00 alkg/125.0 g"
11734,Carrefour Bambini Cerotti Medi 7x2 cm 20 pz,"€ 0,07 alpz/20.0 pz"
11735,Antica Erboristeria Shampoo Nutriente al profumo di Rosa 250 ml,"€ 8,60 all/250.0 ml"
11736,Carrefour Soft Doccia crema *con estratto emulsionato di cocco 250 ml,"€ 5,16 all/250.0 ml"
11737,adidas After Sport Shower Gel 250 mL,"€ 8,60 all/250.0 ml"
11738,Carrefour Soft Softness Mandorla & Fiori di Aarancio Shampoo delicatezza 250 ml,"€ 6,36 all/250.0 ml"
11739,"L'Oréal Paris Shampoo Elvive Antiforfora, Per Capelli Normali, 285 ml","€ 16,11 all/285.0 ml"
11740,"L'Oréal Paris Shampoo Elvive Multivitaminico Fresh, Azione Vitalizzante per Tutti i Capelli, 285 ml","€ 16,11 all/285.0 ml"
11741,Carrefour Soft Green Spazzolino da denti Morbido Manico 100% Natural Bamboo,"€ 2,05 alpz/1.0 pz"
11742,"Gillette Lamette Rasoi Uomo Mach3 per Rasoio a 3 Lame, Confezione da 7 Lamette Barba","€ 2,57 alpz/7.0 pz"
11743,Lines intervallo Velo Adapt proteggislip Regular 64 pz,"€ 0,04 alpz/64.0 pz"
11744,Sanex deodorante roll-on pH Balance Dermo Extra Control 48h 50 ml,"€ 43,80 all/50.0 ml"
11745,Oral-B Pro-Expert Collutorio Multi-Protection Senza Alcool Menta 500 ml,"€ 6,98 all/500.0 ml"
11746,Prep 2 Mini Schiume da Barba Dermoprotettive 50 ml,"€ 21,90 all/100.0 ml"
11747,Palette 4_1 Castano,"€ 4,15 alpz/1.0 pz"
11748,Pantene Pro-V X Moschino Miracle Serum Shampoo Rigenera e Protegge 250 ml,"€ 17,96 all/250.0 ml"
11749,Polident Apparecchi & Bite Freschezza & Trasparenza Pulitore Quotidiano Compresse 30 pz,"€ 2,79 alpz/1.0 pz"
11750,Pantene Balsamo e Siero Capelli con Olio di Ricino Miracle Serum Ricci Perfetti 150 ml,"€ 19,93 all/150.0 ml"
11751,Palmolive bagnoschiuma Naturals Macadamia e Cacao idratante 220ml,"€ 6,77 all/220.0 ml"
11752,Veet Easy-Gel Strisce Depilatorie Pelli Sensibili Ascelle e Zona Bikini 16 pz,"€ 0,31 alpz/16.0 pz"
11753,elmex dentifricio Sensitive Professional Ripara e Previene denti sensibili 75 ml,"€ 79,87 all/75.0 ml"
11754,Dove talco Profumo di Talco 75 ml,"€ 41,20 all/75.0 ml"
11755,Carrefour Comfort Compact Carta igienica 2 veli 500 strappi 8 pz,"€ 0,86 alpz/8.0 pz"
11756,Carrefour Primo Soccorso Compresse di garza Sterili 18x40 cm 12 pz,"€ 2,89 alpz/1.0 pz"
11757,Malizia Bagno Schiuma con Antibatterico muschio bianco 1000 mL,"€ 2,79 all/1000.0 ml"
11758,Lycia delicate touch strisce depilatorie Viso Pelli Sensibili 20 strisce + 4 salviettine,"€ 0,23 alpz/20.0 pz"
11759,Parodontax dentifricio quotidiano Complete Protection Original gengive più sane denti più forti 75ml,"€ 71,87 all/75.0 ml"
11760,Carrefour Idratante Corpo all'Avena 400 ml,"€ 6,23 all/400.0 ml"
11761,Lysoform Sapone liquido Protezione Mani Ecoricarica 500 ml,"€ 6,70 all/500.0 ml"
11762,Glicemille Crema Mani Nutriente 100 mL,"€ 21,90 all/100.0 ml"
11763,Carrefour Soft Fresh Deodorante Profumo di tè verde & cetriolo 200 ml,"€ 9,45 all/200.0 ml"
11764,Carrefour Soft Fresh+ Collutorio 500 ml,"€ 3,38 all/500.0 ml"
11765,Carrefour Dentalyss Expert+ 10 in 1 75ml,"€ 10,00 all/75.0 ml"
11766,Carrefour Soft Attivo Detergente Intimo 250 ml,"€ 4,60 all/250.0 ml"
11767,Enervit Sport Power Crunchy Bar Gusto Cookie 40 g,"€ 49,75 alkg/40.0 g"
11768,Carrefour Soft Pure Assorbenti Normal+ 14 pz,"€ 0,11 alpz/14.0 pz"
11769,Oral-B 3D White CleanMaximiser Testine di Ricambio per Spazzolino Elettrico Ricaricabile - 2 Refills,"€ 10,20 alpz/1.0 pz"
11770,Lysoform On the Go Salviettine Detergenti Mani Igienizzanti 10 pz,"€ 0,19 alpz/10.0 pz"
11771,Carrefour mini's Soft Purifying Dry Shampoo Lemon* 75 ml,"€ 29,20 all/75.0 ml"
11772,infasil Deostick Neutro Tripla Protezione 40 ml,"€ 49,75 all/40.0 ml"
11773,"L'Oréal Paris Struccante occhi waterproof, strucca efficacemente il trucco a lunga tenuta, 125 ml","€ 31,12 all/125.0 ml"
11774,Borotalco Attivo Profumo di Cedro e Lime Deo Spray 150 ml,"€ 21,93 all/150.0 ml"
11775,"Gillette Lamette Rasoi Uomo Fusion5 Power per Rasoio a 5 Lame, Confezione da 4 Lamette Barba","€ 4,75 alpz/4.0 pz"
11776,"Garnier SkinActive Acqua Micellare Pelli Miste e Sensibili, Strucca, Purifica ed Opacizza, 400 ml","€ 9,73 all/400.0 ml"
11777,Nivea soft Crema Idratante Rinfrescante 200 ml,"€ 22,95 all/200.0 ml"
11778,Badedas Unisexy Bagnodoccia Avvolgente ambra e frutti di bosco 250 ml,"€ 4,76 all/250.0 ml"
11779,Palmolive bagnoschiuma Naturals Oliva Verde e Latte Idratante 500ml,"€ 5,58 all/500.0 ml"
11780,Mentadent Crystal Gel 75 ml,"€ 25,20 all/75.0 ml"
11781,Gillette Venus Simply2 Usa&Getta - 4 rasoi + 2 omaggio,"€ 0,43 alpz/6.0 pz"
11782,meridol dentifricio Protezione Gengive con effetto antibatterico 75 ml,"€ 53,20 all/75.0 ml"
11783,equilibra Aloe Crema Viso Idratante 75 ml,"€ 57,20 all/75.0 ml"
11784,Pantene Pro-V 3in1 Shampoo+Balsamo+Trattamento Linea Classica 2x225 ml,"€ 8,64 all/450.0 ml"
11785,Listerine Total Care Menta Pura 1 L,"€ 5,90 all/1000.0 ml"
11786,Pantene Shampoo Ricci Perfetti 225 ml,"€ 15,96 all/225.0 ml"
11787,"Garnier Fructis Hydra Ricci, Mousse ravviva ricci fissaggio extra forte, 150 ml","€ 18,95 all/200.0 ml"
11788,Carrefour Soft Normal + Maxi Assorbenti 16 pz,"€ 0,11 alpz/16.0 pz"
11789,Garnier SkinActive Pure Charcoal Maschera Viso in Tessuto Purificante e Idratante,"€ 68,29 alkg/35.0 g"
11790,infasil Freschezza Dinamica Deodorante Spray con antibatterico 150 ml,"€ 26,60 all/150.0 ml"
11791,Felce Azzurra Cocco e Bamboo essenza di vitalità Bagnodoccia 650 ml,"€ 5,98 all/650.0 ml"
11792,Pantene Shampoo Linea Classica 225 ml,"€ 15,96 all/225.0 ml"
11793,Lines intervallo Cotton Soft Fresh 20 pz,"€ 0,08 alpz/20.0 pz"
11794,Nivea Men energy 24H Fresh Effect Shower Gel 250 ml,"€ 9,20 all/250.0 ml"
11795,"Colgate spazzolino Slim Soft con setole al carbone, morbido","€ 2,02 alpz/1.0 pz"
11796,Biorepair Peribioma Pro Gengive + 75 ml,"€ 67,33 all/75.0 ml"
11797,Nivea Men Sensitive Schiuma da Barba 200 ml,"€ 13,75 all/200.0 ml"
11798,Marvis Classic Strong Mint 85 ml,"€ 54,00 all/85.0 ml"
11799,Nuvenia Pure Sensitive Ultra Notte+ con Ali 8 pz,"€ 0,26 alpz/8.0 pz"
11800,Pantene Shampoo AquaLight 250 ml,"€ 14,36 all/250.0 ml"
11801,Gillette Rasoio da Donna Usa e Getta Simply Venus - 4 Rasoi + 2 Gratis = 6 Rasoi,"€ 0,80 alpz/6.0 pz"
11802,Carrefour Soft Strisce Depilatorie Viso Pelli Sensibili 20 pz + 2 salviettine,"€ 0,10 alpz/20.0 pz"
11803,Amuchina Gel Xgerm 600 ml,"€ 15,98 all/600.0 ml"
11804,Carrefour Normal Absodys 12 pz,"€ 0,28 alpz/12.0 pz"
